scenario_id,test_expectation,error_scenario_code,invoice_number,invoice_date,invoice_type_code,invoice_currency_code,invoice_transaction_type_code,payment_due_date,business_process_type,specification_identifier,payment_means_type_code,seller_name,seller_electronic_address,seller_electronic_identifier,seller_legal_registration_identifier,seller_legal_registration_identifier_type,seller_tax_registration_identifier,seller_tax_scheme_code,seller_address_line_1,seller_city,seller_country_subdivision,seller_country_code,buyer_name,buyer_electronic_address,buyer_electronic_identifier,buyer_legal_registration_identifier,buyer_legal_registration_identifier_type,buyer_address_line_1,buyer_city,buyer_country_subdivision,buyer_country_code,sum_of_invoice_line_net_amount,invoice_total_amount_without_tax,invoice_total_tax_amount,invoice_total_amount_with_tax,amount_due_for_payment,tax_category_taxable_amount,tax_category_tax_amount,tax_category_code,tax_category_rate,invoice_line_identifier,invoiced_quantity,unit_of_measure_code,invoice_line_net_amount,item_net_price,item_gross_price,item_price_base_quantity,invoiced_item_tax_category_code,invoiced_item_tax_rate,vat_line_amount_in_aed,invoice_line_amount_in_aed,item_name,item_description
,expected_fail,NEG05_LINE_TAX_MISMATCH,INV-2026-000065,2026-01-21,380,AED,388,2026-02-20,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 9654,5939363534,0235,REG-427144,BUSINESS_REG,822 Commerce Street,Muscat,DL,IN,9600.00,9600.00,375.00,9975.00,9975.00,7500.00,375.00,S,5.00,3,5.000,EA,2500.00,500.00,525.00,1.000,S,5.00,125.00,2625.00,Hardware Accessory Kit,Network accessories bundle
SCN-000072,expected_fail,NEG01_FIELD_11_BAD_TIN,INV-2026-000066,2026-11-30,380,AED,388,2026-12-07,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,100987654,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 1306,7282101583,0235,REG-913095,BUSINESS_REG,223 Commerce Street,Muscat,LN,UK,3800.00,3800.00,175.00,3975.00,3975.00,300.00,0.00,Z,0.00,1,1.000,EA,300.00,300.00,300.00,1.000,Z,0.00,0.00,300.00,Export Documentation,Cross-border service documentation
,expected_fail,NEG01_FIELD_11_BAD_TIN,INV-2026-000066,2026-11-30,380,AED,388,2026-12-07,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,100987654,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 1306,7282101583,0235,REG-913095,BUSINESS_REG,223 Commerce Street,Muscat,LN,UK,3800.00,3800.00,175.00,3975.00,3975.00,3500.00,175.00,S,5.00,2,7.000,EA,3500.00,500.00,525.00,1.000,S,5.00,175.00,3675.00,Hardware Accessory Kit,Network accessories bundle
SCN-000073,expected_fail,NEG01_FIELD_11_BAD_TIN,INV-2026-000067,2026-04-18,380,AED,388,2026-05-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,100987654,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6224,4240212292,0235,LIC-2511945,TRADE_LICENSE,"Office 22, Business District",Dubai,AZ,AE,7650.00,7650.00,382.50,8032.50,8032.50,7650.00,382.50,S,5.00,1,6.000,HUR,1200.00,200.00,210.00,1.000,S,5.00,60.00,1260.00,Consulting Hours,ERP tax configuration support
,expected_fail,NEG01_FIELD_11_BAD_TIN,INV-2026-000067,2026-04-18,380,AED,388,2026-05-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,100987654,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6224,4240212292,0235,LIC-2511945,TRADE_LICENSE,"Office 22, Business District",Dubai,AZ,AE,7650.00,7650.00,382.50,8032.50,8032.50,7650.00,382.50,S,5.00,2,9.000,EA,3150.00,350.00,367.50,1.000,S,5.00,157.50,3307.50,Software Subscription,Annual SaaS subscription
,expected_fail,NEG01_FIELD_11_BAD_TIN,INV-2026-000067,2026-04-18,380,AED,388,2026-05-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,100987654,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6224,4240212292,0235,LIC-2511945,TRADE_LICENSE,"Office 22, Business District",Dubai,AZ,AE,7650.00,7650.00,382.50,8032.50,8032.50,7650.00,382.50,S,5.00,3,11.000,EA,3300.00,300.00,315.00,1.000,S,5.00,165.00,3465.00,Export Documentation,Cross-border service documentation
SCN-000074,expected_pass,,INV-2026-000068,2026-03-17,380,AED,388,2026-04-16,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 8975,6432579078,0235,LIC-6870022,TRADE_LICENSE,"Office 219, Business District",Abu Dhabi,SH,AE,2800.00,2800.00,140.00,2940.00,2940.00,2800.00,140.00,S,5.00,1,8.000,EA,2800.00,350.00,367.50,1.000,S,5.00,140.00,2940.00,Software Subscription,Annual SaaS subscription
SCN-000075,expected_fail,NEG01_FIELD_11_BAD_TIN,INV-2026-000069,2026-10-12,380,AED,388,2026-10-27,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,100987654,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 1998,2955569996,0235,REG-475629,BUSINESS_REG,326 Commerce Street,Muscat,BH,BH,7750.00,7750.00,387.50,8137.50,8137.50,7750.00,387.50,S,5.00,1,12.000,EA,6000.00,500.00,525.00,1.000,S,5.00,300.00,6300.00,Hardware Accessory Kit,Network accessories bundle
,expected_fail,NEG01_FIELD_11_BAD_TIN,INV-2026-000069,2026-10-12,380,AED,388,2026-10-27,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,100987654,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 1998,2955569996,0235,REG-475629,BUSINESS_REG,326 Commerce Street,Muscat,BH,BH,7750.00,7750.00,387.50,8137.50,8137.50,7750.00,387.50,S,5.00,2,5.000,EA,1750.00,350.00,367.50,1.000,S,5.00,87.50,1837.50,Software Subscription,Annual SaaS subscription
SCN-000076,expected_pass,,INV-2026-000070,2026-02-13,380,AED,388,2026-03-15,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4673,8548089071,0235,LIC-2259639,TRADE_LICENSE,"Office 44, Business District",Dubai,AZ,AE,2700.00,2700.00,0.00,2700.00,2700.00,2700.00,0.00,E,0.00,1,6.000,EA,2700.00,450.00,450.00,1.000,E,0.00,0.00,2700.00,Insurance Service,Business insurance fee
SCN-000077,expected_pass,,INV-2026-000071,2026-03-11,380,AED,388,2026-03-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 5523,2978372596,0235,REG-604110,BUSINESS_REG,857 Commerce Street,Muscat,MU,OM,4450.00,4450.00,222.50,4672.50,4672.50,4450.00,222.50,S,5.00,1,7.000,EA,2450.00,350.00,367.50,1.000,S,5.00,122.50,2572.50,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000071,2026-03-11,380,AED,388,2026-03-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 5523,2978372596,0235,REG-604110,BUSINESS_REG,857 Commerce Street,Muscat,MU,OM,4450.00,4450.00,222.50,4672.50,4672.50,4450.00,222.50,S,5.00,2,4.000,EA,2000.00,500.00,525.00,1.000,S,5.00,100.00,2100.00,Hardware Accessory Kit,Network accessories bundle
SCN-000078,expected_pass,,INV-2026-000072,2026-05-23,380,AED,388,2026-06-22,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 9605,1518258059,0235,REG-886894,BUSINESS_REG,717 Commerce Street,Muscat,BH,BH,5900.00,5900.00,182.50,6082.50,6082.50,3650.00,182.50,S,5.00,1,7.000,EA,2450.00,350.00,367.50,1.000,S,5.00,122.50,2572.50,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000072,2026-05-23,380,AED,388,2026-06-22,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 9605,1518258059,0235,REG-886894,BUSINESS_REG,717 Commerce Street,Muscat,BH,BH,5900.00,5900.00,182.50,6082.50,6082.50,3650.00,182.50,S,5.00,2,6.000,HUR,1200.00,200.00,210.00,1.000,S,5.00,60.00,1260.00,Consulting Hours,ERP tax configuration support
,expected_pass,,INV-2026-000072,2026-05-23,380,AED,388,2026-06-22,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 9605,1518258059,0235,REG-886894,BUSINESS_REG,717 Commerce Street,Muscat,BH,BH,5900.00,5900.00,182.50,6082.50,6082.50,2250.00,0.00,E,0.00,3,5.000,EA,2250.00,450.00,450.00,1.000,E,0.00,0.00,2250.00,Insurance Service,Business insurance fee
SCN-000079,expected_pass,,INV-2026-000073,2026-08-22,380,AED,388,2026-08-29,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 5117,2158598108,0235,LIC-8178377,TRADE_LICENSE,"Office 97, Business District",Dubai,DU,AE,6600.00,6600.00,330.00,6930.00,6930.00,6600.00,330.00,S,5.00,1,3.000,HUR,600.00,200.00,210.00,1.000,S,5.00,30.00,630.00,Consulting Hours,ERP tax configuration support
,expected_pass,,INV-2026-000073,2026-08-22,380,AED,388,2026-08-29,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 5117,2158598108,0235,LIC-8178377,TRADE_LICENSE,"Office 97, Business District",Dubai,DU,AE,6600.00,6600.00,330.00,6930.00,6930.00,6600.00,330.00,S,5.00,2,12.000,EA,6000.00,500.00,525.00,1.000,S,5.00,300.00,6300.00,Hardware Accessory Kit,Network accessories bundle
SCN-000080,expected_pass,,INV-2026-000074,2026-06-01,380,AED,388,2026-07-01,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 8764,5693976495,0235,LIC-6025655,TRADE_LICENSE,"Office 234, Business District",Abu Dhabi,AJ,AE,1400.00,1400.00,70.00,1470.00,1470.00,1400.00,70.00,S,5.00,1,7.000,HUR,1400.00,200.00,210.00,1.000,S,5.00,70.00,1470.00,Consulting Hours,ERP tax configuration support
SCN-000081,expected_pass,,INV-2026-000075,2026-08-14,380,AED,388,2026-08-21,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 9462,8270524561,0235,LIC-9439189,TRADE_LICENSE,"Office 18, Business District",Abu Dhabi,DU,AE,600.00,600.00,30.00,630.00,630.00,600.00,30.00,S,5.00,1,2.000,EA,600.00,300.00,315.00,1.000,S,5.00,30.00,630.00,Export Documentation,Cross-border service documentation
SCN-000082,expected_pass,,INV-2026-000076,2026-06-30,380,AED,388,2026-07-07,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3433,8072579948,0235,LIC-8450360,TRADE_LICENSE,"Office 249, Business District",Dubai,AZ,AE,10000.00,10000.00,365.00,10365.00,10365.00,7300.00,365.00,S,5.00,1,2.000,EA,700.00,350.00,367.50,1.000,S,5.00,35.00,735.00,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000076,2026-06-30,380,AED,388,2026-07-07,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3433,8072579948,0235,LIC-8450360,TRADE_LICENSE,"Office 249, Business District",Dubai,AZ,AE,10000.00,10000.00,365.00,10365.00,10365.00,2700.00,0.00,E,0.00,2,6.000,EA,2700.00,450.00,450.00,1.000,E,0.00,0.00,2700.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000076,2026-06-30,380,AED,388,2026-07-07,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3433,8072579948,0235,LIC-8450360,TRADE_LICENSE,"Office 249, Business District",Dubai,AZ,AE,10000.00,10000.00,365.00,10365.00,10365.00,7300.00,365.00,S,5.00,3,9.000,EA,4500.00,500.00,525.00,1.000,S,5.00,225.00,4725.00,Hardware Accessory Kit,Network accessories bundle
,expected_pass,,INV-2026-000076,2026-06-30,380,AED,388,2026-07-07,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3433,8072579948,0235,LIC-8450360,TRADE_LICENSE,"Office 249, Business District",Dubai,AZ,AE,10000.00,10000.00,365.00,10365.00,10365.00,7300.00,365.00,S,5.00,4,6.000,EA,2100.00,350.00,367.50,1.000,S,5.00,105.00,2205.00,Software Subscription,Annual SaaS subscription
SCN-000083,expected_pass,,INV-2026-000077,2026-05-22,380,AED,388,2026-06-06,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6701,6463239257,0235,LIC-5545311,TRADE_LICENSE,"Office 162, Business District",Abu Dhabi,DU,AE,1200.00,1200.00,60.00,1260.00,1260.00,1200.00,60.00,S,5.00,1,2.000,HUR,400.00,200.00,210.00,1.000,S,5.00,20.00,420.00,Consulting Hours,ERP tax configuration support
,expected_pass,,INV-2026-000077,2026-05-22,380,AED,388,2026-06-06,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6701,6463239257,0235,LIC-5545311,TRADE_LICENSE,"Office 162, Business District",Abu Dhabi,DU,AE,1200.00,1200.00,60.00,1260.00,1260.00,1200.00,60.00,S,5.00,2,4.000,HUR,800.00,200.00,210.00,1.000,S,5.00,40.00,840.00,Consulting Hours,ERP tax configuration support
SCN-000084,expected_pass,,INV-2026-000078,2026-05-11,380,AED,388,2026-06-10,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 8470,1704063060,0235,REG-903250,BUSINESS_REG,79 Commerce Street,Riyadh,RI,SA,5400.00,5400.00,0.00,5400.00,5400.00,5400.00,0.00,E,0.00,1,4.000,EA,1800.00,450.00,450.00,1.000,E,0.00,0.00,1800.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000078,2026-05-11,380,AED,388,2026-06-10,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 8470,1704063060,0235,REG-903250,BUSINESS_REG,79 Commerce Street,Riyadh,RI,SA,5400.00,5400.00,0.00,5400.00,5400.00,5400.00,0.00,E,0.00,2,8.000,EA,3600.00,450.00,450.00,1.000,E,0.00,0.00,3600.00,Insurance Service,Business insurance fee
SCN-000085,expected_pass,,INV-2026-000079,2026-11-16,380,AED,388,2026-12-16,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 2432,2143618310,0235,LIC-8627397,TRADE_LICENSE,"Office 64, Business District",Dubai,DU,AE,450.00,450.00,0.00,450.00,450.00,450.00,0.00,E,0.00,1,1.000,EA,450.00,450.00,450.00,1.000,E,0.00,0.00,450.00,Insurance Service,Business insurance fee
SCN-000086,expected_pass,,INV-2026-000080,2026-12-25,380,AED,388,2027-01-24,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6469,8747911625,0235,LIC-4040068,TRADE_LICENSE,"Office 109, Business District",Dubai,AJ,AE,14800.00,14800.00,267.50,15067.50,15067.50,5350.00,267.50,S,5.00,1,5.000,EA,1500.00,300.00,315.00,1.000,S,5.00,75.00,1575.00,Export Documentation,Cross-border service documentation
,expected_pass,,INV-2026-000080,2026-12-25,380,AED,388,2027-01-24,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6469,8747911625,0235,LIC-4040068,TRADE_LICENSE,"Office 109, Business District",Dubai,AJ,AE,14800.00,14800.00,267.50,15067.50,15067.50,9450.00,0.00,E,0.00,2,10.000,EA,4500.00,450.00,450.00,1.000,E,0.00,0.00,4500.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000080,2026-12-25,380,AED,388,2027-01-24,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6469,8747911625,0235,LIC-4040068,TRADE_LICENSE,"Office 109, Business District",Dubai,AJ,AE,14800.00,14800.00,267.50,15067.50,15067.50,9450.00,0.00,E,0.00,3,11.000,EA,4950.00,450.00,450.00,1.000,E,0.00,0.00,4950.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000080,2026-12-25,380,AED,388,2027-01-24,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6469,8747911625,0235,LIC-4040068,TRADE_LICENSE,"Office 109, Business District",Dubai,AJ,AE,14800.00,14800.00,267.50,15067.50,15067.50,5350.00,267.50,S,5.00,4,11.000,EA,3850.00,350.00,367.50,1.000,S,5.00,192.50,4042.50,Software Subscription,Annual SaaS subscription
SCN-000087,expected_pass,,INV-2026-000081,2026-03-04,380,AED,388,2026-03-11,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 1231,4936297915,0235,REG-742719,BUSINESS_REG,229 Commerce Street,Muscat,DL,IN,2400.00,2400.00,0.00,2400.00,2400.00,2400.00,0.00,Z,0.00,1,8.000,EA,2400.00,300.00,300.00,1.000,Z,0.00,0.00,2400.00,Export Documentation,Cross-border service documentation
SCN-000088,expected_pass,,INV-2026-000082,2026-12-06,380,AED,388,2026-12-21,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7615,7380487538,0235,LIC-9483263,TRADE_LICENSE,"Office 238, Business District",Dubai,SH,AE,5750.00,5750.00,175.00,5925.00,5925.00,3500.00,175.00,S,5.00,1,10.000,EA,3500.00,350.00,367.50,1.000,S,5.00,175.00,3675.00,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000082,2026-12-06,380,AED,388,2026-12-21,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7615,7380487538,0235,LIC-9483263,TRADE_LICENSE,"Office 238, Business District",Dubai,SH,AE,5750.00,5750.00,175.00,5925.00,5925.00,2250.00,0.00,E,0.00,2,5.000,EA,2250.00,450.00,450.00,1.000,E,0.00,0.00,2250.00,Insurance Service,Business insurance fee
SCN-000089,expected_pass,,INV-2026-000083,2026-09-05,380,AED,388,2026-09-20,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6076,1275500871,0235,LIC-1489613,TRADE_LICENSE,"Office 217, Business District",Dubai,AZ,AE,3000.00,3000.00,150.00,3150.00,3150.00,3000.00,150.00,S,5.00,1,6.000,EA,3000.00,500.00,525.00,1.000,S,5.00,150.00,3150.00,Hardware Accessory Kit,Network accessories bundle
SCN-000090,expected_fail,NEG06_TOTAL_MISMATCH,INV-2026-000084,2026-07-07,380,AED,388,2026-07-14,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7467,7124156235,0235,LIC-7301628,TRADE_LICENSE,"Office 209, Business District",Abu Dhabi,AZ,AE,2500.00,2400.00,120.00,2520.00,2520.00,2400.00,120.00,S,5.00,1,3.000,HUR,600.00,200.00,210.00,1.000,S,5.00,30.00,630.00,Consulting Hours,ERP tax configuration support
,expected_fail,NEG06_TOTAL_MISMATCH,INV-2026-000084,2026-07-07,380,AED,388,2026-07-14,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7467,7124156235,0235,LIC-7301628,TRADE_LICENSE,"Office 209, Business District",Abu Dhabi,AZ,AE,2500.00,2400.00,120.00,2520.00,2520.00,2400.00,120.00,S,5.00,2,9.000,HUR,1800.00,200.00,210.00,1.000,S,5.00,90.00,1890.00,Consulting Hours,ERP tax configuration support
SCN-000091,expected_pass,,INV-2026-000085,2026-07-30,380,AED,388,2026-08-14,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 9706,9692510463,0235,LIC-9176824,TRADE_LICENSE,"Office 102, Business District",Abu Dhabi,AZ,AE,1600.00,1600.00,80.00,1680.00,1680.00,1600.00,80.00,S,5.00,1,8.000,HUR,1600.00,200.00,210.00,1.000,S,5.00,80.00,1680.00,Consulting Hours,ERP tax configuration support
